"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Mitchell Paige",3000,"LAC@DEN 10:20PM ET",0,"LAC"
"TE","Antonio Gates",3000,"LAC@DEN 10:20PM ET",10.629,"LAC"
"DST","Chargers ",3000,"LAC@DEN 10:20PM ET",7.500,"LAC"
"TE","Julius Thomas",2900,"TB@MIA 01:00PM ET",9.122,"MIA"
"DST","Seahawks ",2900,"SEA@GB 04:25PM ET",7.278,"SEA"
"DST","Cowboys ",2900,"NYG@DAL 08:30PM ET",5.588,"DAL"
"TE","Evan Engram",2900,"NYG@DAL 08:30PM ET",0,"NYG"
"DST","Vikings ",2900,"NO@MIN 07:10PM ET",9.875,"MIN"
"TE","Coby Fleener",2900,"NO@MIN 07:10PM ET",8.769,"NO"
"TE","Zach Miller",2800,"ATL@CHI 01:00PM ET",11.960,"CHI"
"DST","Ravens ",2800,"BAL@CIN 01:00PM ET",7.875,"BAL"
"TE","Benjamin Watson",2800,"BAL@CIN 01:00PM ET",0,"BAL"
"TE","Vance McDonald",2800,"PIT@CLE 01:00PM ET",7.918,"PIT"
"DST","Cardinals ",2800,"ARI@DET 01:00PM ET",9.188,"ARI"
"DST","Dolphins ",2800,"TB@MIA 01:00PM ET",7.294,"MIA"
"TE","Dwayne Allen",2700,"KC@NE 08:30PM ET",8.114,"NE"
"TE","Austin Seferian-Jenkins",2700,"NYJ@BUF 01:00PM ET",3.822,"NYJ"
"TE","David Njoku",2700,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Jermaine Gresham",2700,"ARI@DET 01:00PM ET",5.506,"ARI"
"TE","Ryan Griffin",2700,"JAX@HOU 01:00PM ET",6.172,"HOU"
"DST","Eagles ",2700,"PHI@WAS 01:00PM ET",8.938,"PHI"
"DST","Colts ",2700,"IND@LAR 04:05PM ET",5.563,"IND"
"TE","Erik Swoope",2700,"IND@LAR 04:05PM ET",3.169,"IND"
"TE","Richard Rodgers",2700,"SEA@GB 04:25PM ET",4.184,"GB"
"TE","Virgil Green",2700,"LAC@DEN 10:20PM ET",4.308,"DEN"
"TE","Maxx Williams",2600,"BAL@CIN 01:00PM ET",0.000,"BAL"
"DST","Lions ",2600,"ARI@DET 01:00PM ET",5.235,"DET"
"DST","Titans ",2600,"OAK@TEN 01:00PM ET",5.938,"TEN"
"TE","Tyler Higbee",2600,"IND@LAR 04:05PM ET",1.594,"LAR"
"TE","Garrett Celek",2600,"CAR@SF 04:25PM ET",5.063,"SF"
"DST","Giants ",2600,"NYG@DAL 08:30PM ET",8.471,"NYG"
"TE","Will Tye",2600,"NYG@DAL 08:30PM ET",6.124,"NYG"
"TE","A.J. Derby",2600,"LAC@DEN 10:20PM ET",3.100,"DEN"
"TE","Jake Butt",2600,"LAC@DEN 10:20PM ET",0,"DEN"
"TE","Ross Travis",2500,"KC@NE 08:30PM ET",0.750,"KC"
"TE","Demetrius Harris",2500,"KC@NE 08:30PM ET",2.194,"KC"
"TE","Orson Charles",2500,"KC@NE 08:30PM ET",0.000,"KC"
"TE","Gavin Escobar",2500,"KC@NE 08:30PM ET",0.765,"KC"
"TE","James Winchester",2500,"KC@NE 08:30PM ET",0.000,"KC"
"TE","James O'Shaughnessy",2500,"KC@NE 08:30PM ET",0.112,"NE"
"TE","Jacob Hollister",2500,"KC@NE 08:30PM ET",0,"NE"
"TE","Sam Cotton",2500,"KC@NE 08:30PM ET",0,"NE"
"TE","Chris Gragg",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Logan Thomas",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Eric Tomlinson",2500,"NYJ@BUF 01:00PM ET",0.000,"NYJ"
"TE","Nick O'Leary",2500,"NYJ@BUF 01:00PM ET",1.400,"BUF"
"TE","Wes Saxton",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Jason Croom",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Jordan Leggett",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Brandon Barnes",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Jason Vander Laan",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Busta Anderson",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Jacob Tamme",2500,"ATL@CHI 01:00PM ET",7.625,"ATL"
"TE","Patrick Scales",2500,"ATL@CHI 01:00PM ET",0.000,"CHI"
"TE","Levine Toilolo",2500,"ATL@CHI 01:00PM ET",3.194,"ATL"
"TE","Dion Sims",2500,"ATL@CHI 01:00PM ET",5.600,"CHI"
"TE","Alex Gray",2500,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","MyCole Pruitt",2500,"ATL@CHI 01:00PM ET",0.825,"CHI"
"TE","Daniel Brown",2500,"ATL@CHI 01:00PM ET",4.300,"CHI"
"TE","Joshua Perkins",2500,"ATL@CHI 01:00PM ET",1.320,"ATL"
"TE","Darion Griswold",2500,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","Ben Braunecker",2500,"ATL@CHI 01:00PM ET",0.623,"CHI"
"TE","Eric Saubert",2500,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","Adam Shaheen",2500,"ATL@CHI 01:00PM ET",0,"CHI"
"TE","Clark Harris",2500,"BAL@CIN 01:00PM ET",0.000,"CIN"
"TE","Larry Donnell",2500,"BAL@CIN 01:00PM ET",1.947,"BAL"
"TE","Ryan Hewitt",2500,"BAL@CIN 01:00PM ET",0.206,"CIN"
"TE","Tyler Kroft",2500,"BAL@CIN 01:00PM ET",1.371,"CIN"
"TE","C.J. Uzomah",2500,"BAL@CIN 01:00PM ET",5.440,"CIN"
"TE","Ryan Malleck",2500,"BAL@CIN 01:00PM ET",0,"BAL"
"TE","Nick Boyle",2500,"BAL@CIN 01:00PM ET",1.733,"BAL"
"TE","Mason Schreck",2500,"BAL@CIN 01:00PM ET",0,"CIN"
"TE","Cethan Carter",2500,"BAL@CIN 01:00PM ET",0,"CIN"
"TE","Gary Barnidge",2500,"PIT@CLE 01:00PM ET",8.138,"CLE"
"TE","David Johnson",2500,"PIT@CLE 01:00PM ET",0.953,"PIT"
"TE","Ladarius Green",2500,"PIT@CLE 01:00PM ET",9.567,"PIT"
"TE","Xavier Grimble",2500,"PIT@CLE 01:00PM ET",2.175,"PIT"
"TE","Randall Telfer",2500,"PIT@CLE 01:00PM ET",0.171,"CLE"
"TE","Jake McGee",2500,"PIT@CLE 01:00PM ET",0,"PIT"
"TE","Seth DeValve",2500,"PIT@CLE 01:00PM ET",2.892,"CLE"
"TE","Taylor McNamara",2500,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Nate Iese",2500,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","J.P. Holtz",2500,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Phazahn Odom",2500,"PIT@CLE 01:00PM ET",0,"PIT"
"TE","Darren Fells",2500,"ARI@DET 01:00PM ET",2.529,"DET"
"TE","Ifeanyi Momah",2500,"ARI@DET 01:00PM ET",1.400,"ARI"
"TE","Gerald Christian",2500,"ARI@DET 01:00PM ET",0.800,"ARI"
"TE","Troy Niklas",2500,"ARI@DET 01:00PM ET",0.333,"ARI"
"TE","Robert Tonyan",2500,"ARI@DET 01:00PM ET",0,"DET"
"TE","Hakeem Valles",2500,"ARI@DET 01:00PM ET",0.000,"ARI"
"TE","Cole Wick",2500,"ARI@DET 01:00PM ET",0.633,"DET"
"TE","Ricky Seals-Jones",2500,"ARI@DET 01:00PM ET",0,"ARI"
"TE","Michael Roberts",2500,"ARI@DET 01:00PM ET",0,"DET"
"TE","Khari Lee",2500,"ARI@DET 01:00PM ET",0.000,"DET"
"TE","Scott Orndoff",2500,"ARI@DET 01:00PM ET",0,"DET"
"TE","Marcedes Lewis",2500,"JAX@HOU 01:00PM ET",4.290,"JAX"
"TE","Mychal Rivera",2500,"JAX@HOU 01:00PM ET",3.593,"JAX"
"TE","Neal Sterling",2500,"JAX@HOU 01:00PM ET",2.300,"JAX"
"TE","RaShaun Allen",2500,"JAX@HOU 01:00PM ET",0,"HOU"
"TE","Alex Ellis",2500,"JAX@HOU 01:00PM ET",0.683,"JAX"
"TE","Stephen Anderson",2500,"JAX@HOU 01:00PM ET",1.753,"HOU"
"TE","Ben Koyack",2500,"JAX@HOU 01:00PM ET",2.936,"JAX"
"TE","Evan Baylis",2500,"JAX@HOU 01:00PM ET",0,"HOU"
"TE","Caleb Bluiett",2500,"JAX@HOU 01:00PM ET",0,"JAX"
"TE","David Grinnage",2500,"JAX@HOU 01:00PM ET",0,"JAX"
"TE","Anthony Fasano",2500,"TB@MIA 01:00PM ET",1.769,"MIA"
"TE","Luke Stocker",2500,"TB@MIA 01:00PM ET",0.562,"TB"
"TE","Chris Pantale",2500,"TB@MIA 01:00PM ET",0,"MIA"
"TE","MarQueis Gray",2500,"TB@MIA 01:00PM ET",1.847,"MIA"
"TE","Tevin Westbrook",2500,"TB@MIA 01:00PM ET",0,"TB"
"TE","Alan Cross",2500,"TB@MIA 01:00PM ET",1.129,"TB"
"TE","Thomas Duarte",2500,"TB@MIA 01:00PM ET",0.000,"MIA"
"TE","Antony Auclair",2500,"TB@MIA 01:00PM ET",0,"TB"
"TE","Andrew DePaola",2500,"TB@MIA 01:00PM ET",0.000,"TB"
"DST","Raiders ",2500,"OAK@TEN 01:00PM ET",5.647,"OAK"
"TE","Lee Smith",2500,"OAK@TEN 01:00PM ET",2.225,"OAK"
"TE","Beau Brinkley",2500,"OAK@TEN 01:00PM ET",0.000,"TEN"
"TE","Gabe Holmes",2500,"OAK@TEN 01:00PM ET",0,"OAK"
"TE","Jerome Cunningham",2500,"OAK@TEN 01:00PM ET",0,"TEN"
"TE","Cooper Helfet",2500,"OAK@TEN 01:00PM ET",0,"OAK"
"TE","Clive Walford",2500,"OAK@TEN 01:00PM ET",5.656,"OAK"
"TE","Jace Amaro",2500,"OAK@TEN 01:00PM ET",2.225,"TEN"
"TE","Tim Semisch",2500,"OAK@TEN 01:00PM ET",0,"TEN"
"TE","Phillip Supernaw",2500,"OAK@TEN 01:00PM ET",0.680,"TEN"
"TE","Ryan O'Malley",2500,"OAK@TEN 01:00PM ET",0.000,"OAK"
"TE","Pharaoh Brown",2500,"OAK@TEN 01:00PM ET",0,"OAK"
"TE","Jonnu Smith",2500,"OAK@TEN 01:00PM ET",0,"TEN"
"TE","Brent Celek",2500,"PHI@WAS 01:00PM ET",1.844,"PHI"
"TE","Niles Paul",2500,"PHI@WAS 01:00PM ET",0.588,"WAS"
"TE","Trey Burton",2500,"PHI@WAS 01:00PM ET",5.047,"PHI"
"TE","Manasseh Garner",2500,"PHI@WAS 01:00PM ET",0.000,"WAS"
"TE","Anthony Denham",2500,"PHI@WAS 01:00PM ET",0,"PHI"
"TE","Jeremy Sprinkle",2500,"PHI@WAS 01:00PM ET",0,"WAS"
"TE","E.J. Bibbs",2500,"PHI@WAS 01:00PM ET",0,"WAS"
"TE","Adam Zaruba",2500,"PHI@WAS 01:00PM ET",0,"PHI"
"TE","Billy Brown",2500,"PHI@WAS 01:00PM ET",0,"PHI"
"TE","Cory Harkey",2500,"IND@LAR 04:05PM ET",0.000,"LAR"
"TE","Brandon Williams",2500,"IND@LAR 04:05PM ET",0.311,"IND"
"TE","Temarrick Hemingway",2500,"IND@LAR 04:05PM ET",0.000,"LAR"
"TE","Henry Krieger-Coble",2500,"IND@LAR 04:05PM ET",1.150,"IND"
"TE","Travis Wilson",2500,"IND@LAR 04:05PM ET",0,"LAR"
"TE","Derek Carrier",2500,"IND@LAR 04:05PM ET",0.375,"LAR"
"TE","Johnny Mundt",2500,"IND@LAR 04:05PM ET",0,"LAR"
"TE","Darrell Daniels",2500,"IND@LAR 04:05PM ET",0,"IND"
"TE","Gerald Everett",2500,"IND@LAR 04:05PM ET",0,"LAR"
"TE","Steven Wroblewski",2500,"IND@LAR 04:05PM ET",0,"IND"
"DST","Packers ",2500,"SEA@GB 04:25PM ET",5.737,"GB"
"TE","Lance Kendricks",2500,"SEA@GB 04:25PM ET",6.931,"GB"
"TE","Luke Willson",2500,"SEA@GB 04:25PM ET",3.177,"SEA"
"TE","Tyler Ott",2500,"SEA@GB 04:25PM ET",0.000,"SEA"
"TE","Marcus Lucas",2500,"SEA@GB 04:25PM ET",0,"SEA"
"TE","Nick Vannett",2500,"SEA@GB 04:25PM ET",0.689,"SEA"
"TE","Stevie Donatell",2500,"SEA@GB 04:25PM ET",0,"SEA"
"TE","Aaron Peck",2500,"SEA@GB 04:25PM ET",0,"GB"
"TE","Tyrone Swoopes",2500,"SEA@GB 04:25PM ET",0,"SEA"
"TE","Beau Sandland",2500,"SEA@GB 04:25PM ET",0,"GB"
"TE","Emanuel Byrd",2500,"SEA@GB 04:25PM ET",0,"GB"
"TE","Ed Dickson",2500,"CAR@SF 04:25PM ET",1.838,"CAR"
"TE","Logan Paulsen",2500,"CAR@SF 04:25PM ET",0.281,"SF"
"TE","Kyle Nelson",2500,"CAR@SF 04:25PM ET",0.000,"SF"
"TE","Eric Wallace",2500,"CAR@SF 04:25PM ET",0,"CAR"
"TE","Blake Bell",2500,"CAR@SF 04:25PM ET",0.962,"SF"
"TE","Chris Manhertz",2500,"CAR@SF 04:25PM ET",0.286,"CAR"
"TE","Scott Simonson",2500,"CAR@SF 04:25PM ET",0.000,"CAR"
"TE","Bryce Williams",2500,"CAR@SF 04:25PM ET",0,"CAR"
"TE","Cole Hikutini",2500,"CAR@SF 04:25PM ET",0,"SF"
"TE","George Kittle",2500,"CAR@SF 04:25PM ET",0,"SF"
"TE","Rhett Ellison",2500,"NYG@DAL 08:30PM ET",1.387,"NYG"
"TE","James Hanna",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Connor Hamlett",2500,"NYG@DAL 08:30PM ET",2.900,"DAL"
"TE","Matt LaCosse",2500,"NYG@DAL 08:30PM ET",0,"NYG"
"TE","Jerell Adams",2500,"NYG@DAL 08:30PM ET",2.631,"NYG"
"TE","Colin Thompson",2500,"NYG@DAL 08:30PM ET",0,"NYG"
"TE","Rico Gathers",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Blake Jarwin",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Geoff Swaim",2500,"NYG@DAL 08:30PM ET",1.433,"DAL"
"TE","M.J. McFarland",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Kyle Carter",2500,"NO@MIN 07:10PM ET",0,"MIN"
"TE","David Morgan",2500,"NO@MIN 07:10PM ET",0.117,"MIN"
"TE","Josiah Price",2500,"NO@MIN 07:10PM ET",0,"MIN"
"TE","Bucky Hodges",2500,"NO@MIN 07:10PM ET",0,"MIN"
"TE","Nick Truesdell",2500,"NO@MIN 07:10PM ET",0,"MIN"
"TE","Kevin McDermott",2500,"NO@MIN 07:10PM ET",0.000,"MIN"
"TE","John Phillips",2500,"NO@MIN 07:10PM ET",1.450,"NO"
"TE","Michael Hoomanawanui",2500,"NO@MIN 07:10PM ET",0,"NO"
"TE","Josh Hill",2500,"NO@MIN 07:10PM ET",3.989,"NO"
"TE","Garrett Griffin",2500,"NO@MIN 07:10PM ET",0,"NO"
"TE","Braedon Bowman",2500,"NO@MIN 07:10PM ET",0.000,"NO"
"TE","Steven Scheu",2500,"LAC@DEN 10:20PM ET",0,"DEN"
"TE","Austin Traylor",2500,"LAC@DEN 10:20PM ET",0,"DEN"
"TE","Jeff Heuerman",2500,"LAC@DEN 10:20PM ET",1.925,"DEN"
"TE","Mike Estes",2500,"LAC@DEN 10:20PM ET",0,"LAC"
"TE","Sean Culkin",2500,"LAC@DEN 10:20PM ET",0,"LAC"
"TE","Matt Weiser",2500,"LAC@DEN 10:20PM ET",0,"LAC"
"TE","Sean McGrath",2500,"LAC@DEN 10:20PM ET",0.281,"LAC"
"TE","Jeff Cumberland",2500,"LAC@DEN 10:20PM ET",0,"LAC"
"DST","Jets ",2400,"NYJ@BUF 01:00PM ET",3.750,"NYJ"
"DST","Saints ",2400,"NO@MIN 07:10PM ET",3.438,"NO"
"DST","Chiefs ",2300,"KC@NE 08:30PM ET",10.000,"KC"
"DST","Bears ",2200,"ATL@CHI 01:00PM ET",5.313,"CHI"
"DST","49ers ",2100,"CAR@SF 04:25PM ET",4.063,"SF"
"DST","Browns ",2000,"PIT@CLE 01:00PM ET",3.125,"CLE"
